review_text,rating,date,bank_name,source
"It's very good in reminding the account numbers you have been used, but Need to show recipient history whenever you want to present it.or it has to have a search on options for a spesfic time you want to look for receipts with out going for account details at bank. if you lost your receipt without downloading it and need to look sometime a while you can't get in simple search on the app.",1,2025-02-15,Commercial Bank of Ethiopia,Google Play
CBE NOOR,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
It is good app,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
Very good,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
Amazing App,5,2025-02-15,Commercial Bank of Ethiopia,Google Play
ያስቸግራል,4,2025-02-15,Commercial Bank of Ethiopia,Google Play
"It crashes a lot; it doesn't work at all sometimes. By far, it is the worst mobile banking app I have ever used.",1,2025-02-15,Commercial Bank of Ethiopia,Google Play
Very buggy!,2,2025-02-14,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
WOW good,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
Very good 😊,3,2025-02-14,Commercial Bank of Ethiopia,Google Play
Very sad.,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
Excellent arrangements,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
So good,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
Great,5,2025-02-14,Commercial Bank of Ethiopia,Google Play
a good apps to save my money &withdraw my money to service,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
It's easy and good,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
It is best app,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
አለሚቱ ምስጋነዉ,1,2025-02-13,Commercial Bank of Ethiopia,Google Play
It is not functioning most of the time,3,2025-02-13,Commercial Bank of Ethiopia,Google Play
Best!,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
It sends unwanted welcome notification every time you login. There is no way that you can disable this.,3,2025-02-13,Commercial Bank of Ethiopia,Google Play
This app now not open what's problem? Please solve it,1,2025-02-13,Commercial Bank of Ethiopia,Google Play
nice thanks,5,2025-02-13,Commercial Bank of Ethiopia,Google Play
በቅርቡ ችግር ተፈጥሯል ፣ Developer Option ካልተዘጋ አይሰራም፣ Developer Option ከተዘጋ ደግሞ ስልካችን ፍጥነት ለመታዘዝ ይዘገያል ፣ ከዚህ አማራጭ ሌላ ብትጠቀሙ ባይ ነኝ :: Android ላይ,1,2025-02-12,Commercial Bank of Ethiopia,Google Play
Good,4,2025-02-12,Commercial Bank of Ethiopia,Google Play
Smart,5,2025-02-12,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-02-12,Commercial Bank of Ethiopia,Google Play
Very nice i'm happy,5,2025-02-11,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-11,Commercial Bank of Ethiopia,Google Play
It used to be better in the previous. But after the recent update it keeps crashing as soon as it logs in.. it needs to be fixed.,1,2025-02-11,Commercial Bank of Ethiopia,Google Play
❤️,5,2025-02-11,Commercial Bank of Ethiopia,Google Play
Can't even load our transaction history!!,1,2025-02-11,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-11,Commercial Bank of Ethiopia,Google Play
I am happy of this app,5,2025-02-11,Commercial Bank of Ethiopia,Google Play
"Great app, but try to include an access to water bill payment for places other than Adis Ababa & try top the app not to be inactive while developer option setting in Samsung phones is activated",4,2025-02-11,Commercial Bank of Ethiopia,Google Play
CBE,1,2025-02-11,Commercial Bank of Ethiopia,Google Play
Very good app,5,2025-02-10,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-10,Commercial Bank of Ethiopia,Google Play
👍 good,5,2025-02-10,Commercial Bank of Ethiopia,Google Play
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave you 3,3,2025-02-10,Commercial Bank of Ethiopia,Google Play
It is stop working !,1,2025-02-10,Commercial Bank of Ethiopia,Google Play
It's not bad 👍,2,2025-02-10,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-10,Commercial Bank of Ethiopia,Google Play
It shut down without warning,1,2025-02-10,Commercial Bank of Ethiopia,Google Play
"Best app of the bank.But,when it needs apdate,customer must be notified in my point of view.Otherwise,customers saying ""Mobile banking is not working today"" is bad moto.",5,2025-02-10,Commercial Bank of Ethiopia,Google Play
I use this app all the time on my business but sometimes it is difficult to use in rural areas. because there is not enough network. so what if you prepared it for the public to use offline?,3,2025-02-09,Commercial Bank of Ethiopia,Google Play
So good 👍 👏,5,2025-02-09,Commercial Bank of Ethiopia,Google Play
This app is very interesting and simple to use.,5,2025-02-09,Commercial Bank of Ethiopia,Google Play
"Add customer service please other than calling 951. Why would you have a mobile app but not an online text-based customer service? Why? Disappointing And I will never use the top-up feature again, I have been trying to recharge my safaricom balance but your app would say time out and then credit my account but never recharge my balance, why? Where is my money? Do you expect me to call 951 at midnight?",2,2025-02-08,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
"Smart and easy to use, i like this app",5,2025-02-08,Commercial Bank of Ethiopia,Google Play
በፊት ጥሩነበር አሁን ምኑን ነካችሁት ተበላሽቷል አይሰራም,1,2025-02-08,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Ok,4,2025-02-08,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
The best app I love it,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Is not useful,3,2025-02-08,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
It's ok,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Like,3,2025-02-08,Commercial Bank of Ethiopia,Google Play
It's good,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Thank you,5,2025-02-08,Commercial Bank of Ethiopia,Google Play
Its good service,4,2025-02-07,Commercial Bank of Ethiopia,Google Play
Recent transactions doesn't load properly sometimes . And also when transferring to someone sometimes it says failed and but already transferred which might cause to double transfer,1,2025-02-07,Commercial Bank of Ethiopia,Google Play
nice,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
"It used to work properly, but not anymore. I used to use the app from abroad; but these days, it kept saying ""unable to connect"" when I tried to check my balance and do transactions.",1,2025-02-07,Commercial Bank of Ethiopia,Google Play
Awash birr pro,1,2025-02-07,Commercial Bank of Ethiopia,Google Play
It is a very important application.,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
Good,3,2025-02-07,Commercial Bank of Ethiopia,Google Play
It crashes frequently,2,2025-02-07,Commercial Bank of Ethiopia,Google Play
Good,1,2025-02-07,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
አፕሊኬሽኑ ብዙ ግዜ ወደኋላ ይመልሳል,3,2025-02-07,Commercial Bank of Ethiopia,Google Play
Best,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
To save my time best app to me i like this app tnx cbe !!!,5,2025-02-07,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
ok,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
Very nice,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
"It is a shame not to appreciate the recent system improvements that the Commercial Bank of Ethiopia has been making, and I have no doubt that it will be different from this, InshaAllah. Another thing I would like to comment on is that the current method for transferring money to Telebir can own be sent to the person. So, it is possible to send money directly from the Commercial Bank to other banks. If you make it possible to transfer money directly to anyone, I would be very grateful.thank you",5,2025-02-06,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
Comfortable,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-06,Commercial Bank of Ethiopia,Google Play
Help,5,2025-02-05,Commercial Bank of Ethiopia,Google Play
App keeps on crashing after the latest update. Failures are frequent.,3,2025-02-05,Commercial Bank of Ethiopia,Google Play
Best service,3,2025-02-05,Commercial Bank of Ethiopia,Google Play
I don't need to update this app,5,2025-02-05,Commercial Bank of Ethiopia,Google Play
good app,5,2025-02-05,Commercial Bank of Ethiopia,Google Play
Good work !! Thank you !,5,2025-02-05,Commercial Bank of Ethiopia,Google Play
Application Baay'ee Gaariidha . Hojii Keenya Salphisuu fi Yeroo Nuuf Qusachuu Keeysatti .... Waan Jajjabeeyfamuu Qabuudha !!!,5,2025-02-05,Commercial Bank of Ethiopia,Google Play
"After the new update I'm struggling to use this app,it suddenly crush or close automatically pls fix this problem",1,2025-02-05,Commercial Bank of Ethiopia,Google Play
Very fast and easy to use,5,2025-02-05,Commercial Bank of Ethiopia,Google Play
It is best application,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
This apps amazing,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
100%👍,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
Very good app,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
This App. Is just a Meaningful Application for our country..,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
"This App Is Best and Fantastic Because easy to use, It has Best security Specially Two Specific Authentication so this security is not path unauthorized person to Our account History. Thankyou CBE For We give this service",5,2025-02-04,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
CBE,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
The app is crashing several times it's really annoying and sometimes it's says failed during different operations ?????? Please fix it!?,1,2025-02-04,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
Efficient,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
ሰሞኑን እያሰቸገረ ነው እንጂ ቀላል እና ፈጣን,3,2025-02-04,Commercial Bank of Ethiopia,Google Play
Very good,5,2025-02-04,Commercial Bank of Ethiopia,Google Play
So nice,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
New update new version not working,1,2025-02-03,Commercial Bank of Ethiopia,Google Play
that is good,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
cbe,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
"I have seen lots of great updates right here, especially the 2FA using the biometric security technique, I suggest you work on minimising app crashing due to the accumulation of cache, very little cache crash it.",4,2025-02-03,Commercial Bank of Ethiopia,Google Play
The Best mobile banking app in Ethiopia. Thanks CBE,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
Best app,4,2025-02-03,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
Cbe,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
Too poor comparing to other countries.,1,2025-02-03,Commercial Bank of Ethiopia,Google Play
Tank,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-03,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-02,Commercial Bank of Ethiopia,Google Play
Wow,5,2025-02-02,Commercial Bank of Ethiopia,Google Play
Senà shelu,5,2025-02-02,Commercial Bank of Ethiopia,Google Play
it is not working,5,2025-02-02,Commercial Bank of Ethiopia,Google Play
Waww,1,2025-02-02,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-02-02,Commercial Bank of Ethiopia,Google Play
It is good,5,2025-02-02,Commercial Bank of Ethiopia,Google Play
nice,5,2025-02-02,Commercial Bank of Ethiopia,Google Play
"I updated to the new version a while ago and it keeps crashing, maybe you can fix it.",3,2025-02-02,Commercial Bank of Ethiopia,Google Play
Simple good app,4,2025-02-02,Commercial Bank of Ethiopia,Google Play
"After the last two update, I am facing the worst experience with this app.",1,2025-02-02,Commercial Bank of Ethiopia,Google Play
Good,5,2025-02-01,Commercial Bank of Ethiopia,Google Play
Now it's crashing like crazy. It doesn't even open after a recent update.,1,2025-02-01,Commercial Bank of Ethiopia,Google Play
This app is so incredible,5,2025-02-01,Commercial Bank of Ethiopia,Google Play
Mobail banking is the letest tecnologi,5,2025-02-01,Commercial Bank of Ethiopia,Google Play
Best,5,2025-02-01,Commercial Bank of Ethiopia,Google Play
Easy to use,5,2025-02-01,Commercial Bank of Ethiopia,Google Play
without any reason it shows white screen and can't make transfers. Then when I went to branch then they reply go to the branch where you open your account.,1,2025-02-01,Commercial Bank of Ethiopia,Google Play
It used to be the best bank app in Ethiopia. But now using it is a terrible experience. For every transaction it shows an error message. Making a simple payment requires 5 to 6 trials to complete.,1,2025-01-31,Commercial Bank of Ethiopia,Google Play
it does not connect,1,2025-01-31,Commercial Bank of Ethiopia,Google Play
Good application,5,2025-01-31,Commercial Bank of Ethiopia,Google Play
The worst I had to flight back to fix my app it need you to go back every 4 month not reliable for foreigners,1,2025-01-31,Commercial Bank of Ethiopia,Google Play
This should run for worst app of the year,1,2025-01-31,Commercial Bank of Ethiopia,Google Play
Very bad,1,2025-01-31,Commercial Bank of Ethiopia,Google Play
Bad,1,2025-01-31,Commercial Bank of Ethiopia,Google Play
It is nice app!,4,2025-01-31,Commercial Bank of Ethiopia,Google Play
Very nice app,5,2025-01-31,Commercial Bank of Ethiopia,Google Play
"It's easy to use, but there is some problems sometimes when update the app in the network areas...",4,2025-01-31,Commercial Bank of Ethiopia,Google Play
No manage beneficiary for my app,1,2025-01-30,Commercial Bank of Ethiopia,Google Play
Its good but we need an option of choosing a specific period to get a historique of transactions. For example when i want to check my previous transactions i only get few transactions. Thank you.,2,2025-01-30,Commercial Bank of Ethiopia,Google Play
Very good mobile app,5,2025-01-30,Commercial Bank of Ethiopia,Google Play
Very nice,5,2025-01-30,Commercial Bank of Ethiopia,Google Play
Very Good,5,2025-01-30,Commercial Bank of Ethiopia,Google Play
"Something is wrong with the new update,it keep closing itself and i couldn't made an important transaction.",3,2025-01-30,Commercial Bank of Ethiopia,Google Play
The latest updates crushes repeatedly on my Redmi Note 12 pro plus. If you could correct the issue.,1,2025-01-30,Commercial Bank of Ethiopia,Google Play
thank you,5,2025-01-30,Commercial Bank of Ethiopia,Google Play
Not worek recipient !!,1,2025-01-29,Commercial Bank of Ethiopia,Google Play
Best application,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
"I’ve been using the CBE mobile banking app, and overall, I appreciate its features. However, I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications. Thank you for your attention to this matter!",1,2025-01-29,Commercial Bank of Ethiopia,Google Play
I like the app,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
"If you are living outside of Ethiopia you better not deposit large money into your mobile account. It can kick you off any time for some small reasons and the only way you can recover is either to go to the bank in person or you need to have access to your phone which is impossible if you are living outside Ethiopia. The only option you will be left with is, you can't use your money. At least it would be better if you can recover your account using email or other verification ...",1,2025-01-29,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
Number one,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
Updating the app is must everytime they release it even to reload the transaction.,2,2025-01-29,Commercial Bank of Ethiopia,Google Play
These app is beast But the new update is great,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
Bahilu ketema,2,2025-01-29,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
It's easy and user friendly!,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-29,Commercial Bank of Ethiopia,Google Play
I love it,4,2025-01-29,Commercial Bank of Ethiopia,Google Play
It is helpful to save time and energy,5,2025-01-28,Commercial Bank of Ethiopia,Google Play
good app,1,2025-01-28,Commercial Bank of Ethiopia,Google Play
DIGITAL LEADER BANK IN ETHIOPIA CBE,5,2025-01-28,Commercial Bank of Ethiopia,Google Play
Turning off the developers' options :( This is getting out of hand. We don't need to go through that...,1,2025-01-28,Commercial Bank of Ethiopia,Google Play
Good,4,2025-01-28,Commercial Bank of Ethiopia,Google Play
🤙best,5,2025-01-28,Commercial Bank of Ethiopia,Google Play
Nice,4,2025-01-28,Commercial Bank of Ethiopia,Google Play
Good app,4,2025-01-28,Commercial Bank of Ethiopia,Google Play
Good,3,2025-01-28,Commercial Bank of Ethiopia,Google Play
😔,2,2025-01-28,Commercial Bank of Ethiopia,Google Play
I don't have an idea why our country soft wares needs some beroucracy?? How many peoples knew that about developer options N why is the new app forceing to disable that?? in my side i didn't get the apps as of b4.,1,2025-01-28,Commercial Bank of Ethiopia,Google Play
"BEST APP EVER,BUT WHEN CBE BE INTEGRATED WITH INTERNATIONAL TRANSFER",5,2025-01-28,Commercial Bank of Ethiopia,Google Play
Where ever you go no one is like cbe mobile banking.it's absolutely perfect,5,2025-01-28,Commercial Bank of Ethiopia,Google Play
"Does""nt give you a list of beneficieries.",2,2025-01-27,Commercial Bank of Ethiopia,Google Play
Great,5,2025-01-27,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-27,Commercial Bank of Ethiopia,Google Play
Ti,1,2025-01-27,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-27,Commercial Bank of Ethiopia,Google Play
"trasaction history needs to be more,",2,2025-01-27,Commercial Bank of Ethiopia,Google Play
This app is more helpful and best,5,2025-01-27,Commercial Bank of Ethiopia,Google Play
I like it more the app cbe thank you !,5,2025-01-27,Commercial Bank of Ethiopia,Google Play
Best,5,2025-01-27,Commercial Bank of Ethiopia,Google Play
I like it,4,2025-01-27,Commercial Bank of Ethiopia,Google Play
Alert The device developer Mode is turned on. Please turn off Developer Mode from device settings and try again to use this app OK What is this ?,1,2025-01-27,Commercial Bank of Ethiopia,Google Play
Correct your order of incoming and outgoing birr,3,2025-01-27,Commercial Bank of Ethiopia,Google Play
Nice App,5,2025-01-27,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-26,Commercial Bank of Ethiopia,Google Play
Best application,5,2025-01-26,Commercial Bank of Ethiopia,Google Play
Nice,4,2025-01-26,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-26,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-26,Commercial Bank of Ethiopia,Google Play
The apk doesn't work when the phones developer option is turned on. It always asks me to turn off the developer options to open the apk. Please fix it as it is unnecessary.,4,2025-01-26,Commercial Bank of Ethiopia,Google Play
Wow amazing app,4,2025-01-26,Commercial Bank of Ethiopia,Google Play
Woow app,2,2025-01-25,Commercial Bank of Ethiopia,Google Play
Wow 👌 👏,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
Good,4,2025-01-25,Commercial Bank of Ethiopia,Google Play
Best App👌🏿,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",2,2025-01-25,Commercial Bank of Ethiopia,Google Play
It keeps asking for an update recursively since the last update. What is going on??,2,2025-01-25,Commercial Bank of Ethiopia,Google Play
I donot want to update.,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
The qr code scans must be backed to see the transfer is done and to use it easily,2,2025-01-25,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
"አፕልኬሽኑ የተላከልኝን ብር ቶሎ አያሳይም ። ከ 24 ሰዓት በላይ ይቆያል። ይህ ለቢዝነስ በጣም አስቸጋሪ ሆኖብኛል። መፍትሔ አላችሁ ? This application is too slow & inactive to notify & record transactions, & hence I faced difficulty using it for businesses. would you fix it?",1,2025-01-25,Commercial Bank of Ethiopia,Google Play
Nice app thanks cbe,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
NICE,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
I like it,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
It is very nice to use,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
Ok,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
"the ""developer mode"" need to be fixed, it sucks",2,2025-01-25,Commercial Bank of Ethiopia,Google Play
"The app is simply trash, the only thing that's keeping them afloat is that the woods for the other Ethiopian banks is even trashier",1,2025-01-25,Commercial Bank of Ethiopia,Google Play
It very important app,5,2025-01-25,Commercial Bank of Ethiopia,Google Play
Data problems,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
nice one,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
This app after update they ask verification .why they restricted for update?,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Best and ease to use,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
thank you very much and we are very very happy with your service🥰,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Cbe is the leader bank in Ethiopia by digital payment system,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Like it,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
it's not working properly,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
Good app,5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Make an option to send statement by email,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
It is simple and very accurate system,1,2025-01-24,Commercial Bank of Ethiopia,Google Play
"I am happy for using CBE. How ever, i am happy we can not send money to other tele birr by this app. why???",5,2025-01-24,Commercial Bank of Ethiopia,Google Play
Why developer option is off ? Please remove this feature.,4,2025-01-24,Commercial Bank of Ethiopia,Google Play
CBE,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
Nice,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
Reminding me to update and pay every month,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
Good,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
its excellent app,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
"After a recent update, this app stopped working with a message "" the developer turned off advanced ... etc.",3,2025-01-23,Commercial Bank of Ethiopia,Google Play
እብድ ባነክ፣ ይሄ ዝምብሎ Update ብቻ የሚለውን እና Update የማያደርገውን ሲስተማችሁን አስተካክሉት። አናዳጆች!,1,2025-01-23,Commercial Bank of Ethiopia,Google Play
I am students of accounting and finance when i graduate i wish to do in CBE thanks,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
wow . what i can say thank you.,5,2025-01-23,Commercial Bank of Ethiopia,Google Play
